Names,Spin,Remnant_Mass,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7
0001,0.686461676493,0.951609417715,0.6240246293649889,1.1165708451047953,1.6538003613128616,8.932202116820553,24.492148351578745,31.99318361248446,20.14474673411261,4.98369733047858,-1.0420972943433484,1.1341835072193174,-1.3186753149776276,-0.5266296259126787,-0.2539776944446672,-0.05339505212414402,0.09717855467020253,0.17246475656142768
0002,0.686447876542,0.951609624635,0.5826185467038574,2.0982526542374598,23.009583178462957,99.5488076772236,225.60915845338715,266.2472167804079,157.05735626184236,37.099988420137436,-0.9114905046601319,-0.48564593424758645,-0.6300817317996839,-0.4695496522517312,-0.2377759765287979,-0.009640760043088056,0.18279030439654922,0.29854168619432087
0003,0.691447175396,0.951082695452,0.5389403806893056,0.7031348739938966,1.185478144841011,9.993021586607288,27.836373870665483,37.03171622793316,23.792777303302667,6.004225363046806,-1.1029157755485912,1.0943770778264186,0.43214689112735366,0.6096576553160601,0.8104542768475297,-2.1387999672547977,1.1547108878137913,4.375367450853509
0007,0.664090940995,0.955269623847,0.6041472042933201,0.9723943722468458,0.4164772794819857,3.610941479130217,10.848440645372433,14.390625152831193,9.16729180601594,2.292061835579825,7.948550241977744,0.6904939560281774,-5.242553988730039,-0.11035764367234399,0.11545512012263356,-2.8390775223953995,0.4507059058969549,0.5337378538447892
0008,0.664090718508,0.955267129967,0.6042694876963121,1.1871200828881598,2.6967760011485367,7.969678956513778,17.34658327923373,20.80700798448517,12.561535085150505,3.025625162496745,0.6338721905835053,-0.456168146169586,2.5205746298111595,-0.25993686747315853,-3.0820445420568356,-2.836106449035954,-2.6495019140336673,-2.5404125212563478
0015,0.674831060007,0.954807164156,0.6076640096741351,0.3052099838919841,7.192889663185257,34.41999919009559,81.31441386454841,99.55402039356986,60.80188431936279,14.815311797054896,-0.34124351265098213,3.1265443831459256,-1.5424109395256465,-1.4091546899397567,1.9395058863063712,2.144893117072397,-0.8286833865923546,-3.873562382092888
0017,0.678118403751,0.954712534693,0.5617521447388114,0.8249904991773003,2.2659751939006334,11.82782469393846,28.018553904786646,34.10863402880579,20.6890444017897,5.006164995304776,-0.6418198328141238,1.8754391981099898,0.32788738570953296,0.6803464275746305,0.9225180784207861,1.140322632703099,1.3132943980024578,1.4096710189203288
0018,0.674799298136,0.954800263258,0.6058793204295687,0.3276884668335895,6.807044256125264,32.62476650399856,77.09396350396315,94.5626626277257,57.91703820022219,14.151198738669775,-0.38278009073934943,2.9781484625118275,-1.597875833556206,-1.4486960756803569,1.911829884797612,2.1259724574810446,-0.8408531144058383,-3.880379401375115
0022,0.716692284652,0.949928425988,0.5306752834561651,0.46995681982653426,2.930233595160072,16.273384203369705,40.54209473109683,50.274349730347666,30.494238186060205,7.336026711678292,1.5823358840606694,1.0353996655572708,-2.6819260221619974,0.6432951257695384,0.8874610586687336,-2.021411738097177,1.3095384882416294,4.5492598619350595
0023,0.675278799314,0.953512795609,0.4778036985753975,0.3440233250449782,3.4826456891144946,17.04309600933861,40.370059228645985,49.570442800177624,30.34408111872932,7.399728325187733,0.2862384217992581,-0.10650316703284989,-1.1378243319063825,-0.9510000441161144,-0.7130772198219123,-3.631451653511718,-0.31011665093081736,-0.20517141036256936
