Names,Spin,Remnant_Mass,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7
0001,0.686461676493,0.951609417715,0.40471670160394735,0.33091904817232853,1.7892575211055457,10.151767648645537,28.225125679993642,38.008487976828604,24.613821380077447,6.2467090635715135,4.862957452427601,-2.9009474678852514,-7.142319528767825,-3.9947754833012685,-0.7099162652794773,-0.5629846175002757,-0.4498804436701324,2.739879856075995
0002,0.686447876542,0.951609624635,0.36113515363007426,1.5323002060242077,11.699806708350348,46.84689469054978,104.44316479244249,122.79422701725379,71.92693831306326,16.801744913980606,-1.3376209632477054,-0.585254657219304,-0.43133239139086393,-0.168210763810508,-3.0430982996825553,-2.812367039227579,-2.6311183894552146,-2.532322402756033
0003,0.691447175396,0.951082695452,0.3560433953527402,0.26791630127939053,3.450307053049998,15.824603058754121,37.19030472572567,45.05965931313915,27.113863147877883,6.509028161186623,1.6980306360240482,-0.9396687330736881,-0.1670058645951993,-0.004695142490013694,0.2178811063711269,-2.7070864420171334,0.6121694240056532,0.7111767108580364
0007,0.664090940995,0.955269623847,0.3939335925990624,0.2939856367647083,0.38328725762683313,1.7822092652190897,5.0824994246583675,7.034512758703808,4.666778216480376,1.2102343566733018,1.231288571884454,-2.9333208610850603,-6.148317645455774,-3.075829039639314,0.0640469827800732,0.12402829750600015,0.1798747381526419,0.19519649725470353
0008,0.664090718508,0.955267129967,0.39360421547666646,0.27293247672265597,0.415057003662141,3.403971865533046,9.454230257874686,12.573738693435196,8.0785840542402,2.0321924134735485,0.20374408749073647,-0.8585989409475605,1.9094889092514735,2.102494521154573,2.3302354155560594,2.532813090478791,-0.4484274718358533,-3.4950657412720076
0015,0.674831060007,0.954807164156,0.3944654089707422,0.574169878875545,6.623918323034468,28.55642419390003,66.27876950253042,80.87556348392319,49.36424335482041,12.022086842470799,-0.7131263973194117,0.929443609637947,1.1953580810182478,1.377258907304562,1.6115557424451652,-1.3105971458255363,-1.1340534183187938,-1.0317722058546368
0017,0.678118403751,0.954712534693,0.3685971948168966,0.258795452787559,1.0806924790966042,3.9422004650341433,7.84717983857079,8.530444516341595,4.763846868087144,1.0846478216621813,-1.0391834636795672,-1.3789272412824891,-0.23684885691014568,-0.07577050044444844,0.13096499341304918,0.3581153929553016,0.5636690601593929,0.6989709375730548
0018,0.674799298136,0.954800263258,0.3918661896865345,0.6054810241135078,7.1022656090679,31.103880820828074,72.85383302793248,89.31343143218223,54.65254030248849,13.329665368683216,-0.7522581860070724,0.9711248111126882,1.229137737643329,1.4162695224721047,1.6503964270907567,-1.2734758054789486,-1.098727701838252,-0.997828456716782
0022,0.716692284652,0.949928425988,0.3438651133372469,0.21586583102150933,3.8990042537735907,18.004189141859445,43.562111607863166,53.59144603138702,32.3815222304872,7.773380127961547,1.3052140039514148,0.1682066158441101,0.4502185016433535,0.6317463850269853,0.8762869793386853,-2.035430083147555,1.2911865093140433,4.525859983197696
0023,0.675278799314,0.953512795609,0.31159091991013593,0.1968350403994819,2.6054974040855416,10.626784339029461,23.46633255097927,27.49188359250539,16.191821180803093,3.8243276203637078,-0.09838312247192843,1.0892471175885758,-1.539436041339841,1.7628421739754458,1.978184615390388,2.1874084530805993,-0.7814081372518471,-3.8223910306421285
