Names,Spin,Remnant_Mass,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7
0001,0.686461676493,0.951609417715,0.1735271740443277,0.1787673983188929,1.9240656697186345,9.895745174327072,25.154710743094938,31.7714945419887,19.556670890161335,4.774651527043912,0.9609493294712194,-3.5744205419829798,-3.6659569715191282,-3.667426406241728,-0.4341606626576755,-0.32043776485669334,-0.22918269794587856,2.942831123291349
0002,0.686447876542,0.951609624635,0.15868899782691204,0.773545489249313,7.70684430641281,38.75339517436369,99.16696083003613,126.27005020261309,78.23644080378266,19.19811158300917,0.9369327838874985,-7.0984101322250925,-4.098509479106669,-1.0159505307947434,2.1916660246752757,-0.8494663153638835,2.3743251422656666,5.540264806116187
0003,0.691447175396,0.951082695452,0.151392604926494,0.09727979581978304,1.154478817841829,6.091930682636188,16.208192050731096,21.18472586913778,13.362907995473815,3.3183783199583536,0.9904729070490899,-0.4570713224250549,-0.2542428877597437,-0.19075354681557022,-0.07570626086160565,0.04586225744204198,0.1386449435883528,0.1684463647285092
0007,0.664090940995,0.955269623847,0.1670100091643493,0.06138442010236793,0.5645495368236302,3.0348027375462934,7.910222223103547,10.264555791407874,6.504515645507296,1.6257776084566817,0.3624732070224343,2.58403988495359,-3.4573008299846726,-3.338778712559451,-0.03763604851370832,0.11699107371246897,0.23906066605521636,3.4428562533269567
0008,0.664090718508,0.955267129967,0.16600045723950888,0.056860633741750995,0.487727682679022,2.317004504488454,5.651648771421547,7.041232151968822,4.327412406191096,1.0599986076356254,-0.6666336187887817,-2.72872065753518,-3.1259304449868055,-3.1400183315116745,0.05530187386975842,0.1280146259285317,0.17995893254629658,3.3214935035315105
0015,0.674831060007,0.954807164156,0.16697886984875362,0.36763080151370425,2.7116412462052755,10.787829231632095,24.03124243804227,28.466528126425764,16.952027219834164,4.0492334134681425,1.6855915342954932,0.12334055701945869,0.18135665810818666,0.2941165849185465,0.4791478536649682,-2.4733797460842575,0.8244096063298858,0.9113914903990837
0017,0.678118403751,0.954712534693,0.15674036236872207,0.044894474859839384,0.5041413673604641,2.2498498465316072,5.373092509884838,6.6568066367662855,4.091557961747671,0.9989021989169518,1.311568718499361,-0.30493565885025614,0.21760496802930143,0.46734587054668153,0.7168467525801656,-2.205538868650042,1.1078131454287412,4.345384450245884
0018,0.674799298136,0.954800263258,0.16575946595931806,0.3338065384908799,2.3684016398862773,9.410080583336125,21.444246970481156,26.20400798014366,16.116248646994272,3.95962225196397,1.6414839567964643,0.16392611952417954,0.31367411614111246,0.5194316616468125,0.7727935545975826,-2.137381996964588,1.1867725260437567,4.433071801711828
0022,0.716692284652,0.949928425988,0.14390236346300805,0.25650646592454696,2.070309592155144,8.606497546682533,19.91395592854413,23.953526209652175,14.277935634967516,3.396854061934412,0.7629733369334066,-0.29198018354195227,-0.158388018114737,0.02100576166422081,0.26856979723116237,-2.636703702777824,0.6965538278817973,0.7942572650545449
0023,0.675278799314,0.953512795609,0.13159875058274467,0.17203600946338288,1.3398049966040173,5.237554990154111,11.203450992192902,12.677119330175517,7.216778604568577,1.6560325080979104,-0.8631551276536873,0.6897831703558664,0.7019270390301687,0.7556102962448846,0.8986072286694433,1.066350642168929,1.2158886477371416,1.3029174701467217
0024,0.6802009504,0.955006523132,0.17525696090124984,0.13056420548803246,0.6657590507074589,2.0758526211859962,3.8290766271328756,3.917651099348118,2.06301056879801,0.44399562019308597,1.2367069534544655,-1.5380667091206806,-1.240392952292987,-1.0698695576835089,-0.8468267155864202,-3.754086074525732,-0.3984069997035124,2.8870629443337004
0025,0.738441999382,0.950372504154,0.17880541264031996,0.03332598665230543,0.0817505013510229,0.5590756088474069,1.8259228935637792,2.674940222825906,1.8195907101028628,0.4729847080531332,0.5547890738571758,2.1247761797531313,2.710146793202459,3.5856784036222216,0.9259460625800502,-1.894019078345595,-1.6642232587098498,-1.550671582673319
0027,0.673303593222,0.954487777116,0.13093551537926046,0.024189275933372435,0.19701638864341056,0.6580099175703218,1.2913146708126744,1.434274573295796,0.833866043428375,0.19766705969282555,0.9746418607671856,-1.0814528307880682,-0.6021687203215829,-0.35087792248893146,-0.023849045365195436,0.2968235328738893,0.5688035855725331,0.7503752711241053
0029,0.677766514495,0.953643759562,0.14568078864372372,0.2894649888843574,2.0505046283351023,7.769700532026923,16.49213516423184,18.807810132824955,10.894833846863243,2.5503511054240566,0.1324635077452539,-1.4904317473436022,-1.374606039426019,-1.2274513658329766,2.1351587646530534,-0.7767728714144435,-3.7172678887534913,-3.5874944875680037
0033,0.732878790955,0.962102844741,0.1296777080243431,0.08695812616936748,0.882951049815893,3.9602935395896517,9.509185370238338,11.568314408342964,6.900016199600562,1.6338638127026788,-0.8945062585760183,0.7080252581993653,1.1102432213665148,1.3496617732196585,1.6353809077442347,1.9012216984113042,-1.0208908694935572,-0.9065714524158669
0043,0.731014823962,0.962298174118,0.16522814591417956,0.18915393451416027,1.319618398316957,5.181478289254644,11.680750887324846,13.715208813212026,7.963468294453667,1.8480058239277464,-0.6580104111584877,0.5722040578578644,0.8556200235532855,1.044775931291701,1.2977660815304806,-1.5990354050978821,1.7453627344533234,4.986481416184639
0045,0.741007150125,0.96280376568,0.14604620531976228,0.02457150135175995,0.07921527216921671,0.5800751600264852,1.7423738115318597,2.354024558551925,1.4860850901164933,0.3664832428771552,-0.5293954725614067,-1.720802277140518,-1.4341168297112383,-1.3469886571685126,-1.2067974832944137,-1.0580512112316593,-0.9429295362016779,-0.9178228104623426
0061,0.706509267887,0.974833355856,0.11271366364710406,0.019756690952775394,0.2973172479625513,1.3647805351779028,3.2691336359961523,4.01941364714519,2.443469672749017,0.5892399025975456,-0.03163668260213226,0.7775113683592092,-1.4262406959827887,2.02528688355935,2.3502221964639523,-0.507416572794378,-3.420752314600533,-3.287717621975399
0065,0.657386842854,0.984630094446,0.0805551099066299,0.01672834756913937,0.20016114927265163,0.8457001620115575,1.908576894500139,2.2954730512598953,1.3960962330936144,0.33940973243066164,-0.35281254259564193,0.4729930143310051,1.386017286802473,1.7082414666905952,2.027913040858624,-0.8314181506976044,-3.742793711115082,-0.44863903619985784
0066,0.686460407304,0.951609426767,0.17376691928527652,0.09516449114024651,1.5756886988928374,8.829569044947162,23.850391801627808,31.38377878432383,19.92433650446619,4.982962639268033,0.7148107866215633,-0.5387798846620745,-0.6860633177117116,-0.7215135036268441,-0.6446198459462152,-0.5413903231858271,-0.4594442557212893,-0.43498499245452504
0067,0.686467942181,0.951606709,0.17534030774944567,0.157343352531972,1.658506077836683,8.52004466456469,21.633353756707823,27.305316762763734,16.801093080941985,4.100605645978213,0.9367538835978217,-3.5937530138376,-3.6800641515325196,-3.6759751969893535,-0.4393514586658033,-0.32326223003479937,-0.2300603226730333,2.9435351225119466
0068,0.686467572565,0.951604370214,0.16994609151845647,0.1731215914961612,2.3651858090920257,12.79982120354752,33.88565866248905,44.06933551461184,27.768728384212398,6.913275276026471,-0.0013259805608607492,-0.12470442977614386,-0.37424417685691674,-0.41406333972868975,-0.34150932962773634,-0.24018820285226614,2.9825920046674,3.0062777880713414
0069,0.686457993436,0.951633629834,0.1713701542436249,0.11219499461676156,1.6708707607929367,9.120050978148269,24.359952041843478,31.89452380397464,20.210940625945476,5.056319514917875,0.3395977511603448,-0.25865409217006036,-0.5384726643834886,-0.5976241512287228,-0.5329210020787801,-3.5767226493945916,-0.355966364820694,-0.33318352292558967
0070,0.686459511967,0.95160928413,0.1725443785371656,0.032419582131711505,0.6772421708734204,3.9609568748802237,11.04614483075646,14.861430972507689,9.607031801406764,2.4406369644098427,0.7467269681417282,-2.5386603698239885,-0.054531493162991204,-0.13871097864956622,-0.08351379004015605,0.008248899634851495,0.08240440718963009,0.10224895397142636
0071,0.686459152272,0.951609310651,0.17322706861928808,0.05772554837692853,1.0902432663722827,6.28226863428455,17.26317126679509,22.980171486998458,14.729932041010786,3.7132539245967386,0.7065312322085562,-0.2925132496341255,-0.4998511810734656,-0.524443061634037,-0.4364097033509013,-0.32528822663598184,-0.23735867911919678,-0.20783090020911457
0072,0.686458992376,0.951609758808,0.17537981232028718,0.16298406226281437,1.6881954729612132,8.671421938648814,22.026434105405396,27.817294820022592,17.12284263530698,4.1768902609951475,0.4770333871868324,-0.5712655819682605,-3.74523971573078,-3.72209196707286,-0.46984532154084807,-3.4847369476253633,-0.24212622111171636,6.078860433509474
0073,0.686451717173,0.951608554954,0.17517243514069147,0.11246828196132333,1.0914372214493295,5.617548892596494,14.334970092952583,18.19977862262207,11.26188005512445,2.758893051950956,1.4267589849669164,-6.0608548275459375,-2.905776407318772,-2.8552616909323194,0.41308249030519645,0.5499778079390184,0.658436559377542,0.7022871254198846
0074,0.686567262094,0.951601605346,0.1778566970934895,0.13959349178915043,1.9016085203931596,10.5459357439981,28.13660291490551,36.73827383270077,23.212345834229072,5.7827762771624975,-0.9175979024898359,-0.6902344537320547,-0.5699750984011523,-0.5405343024908323,-0.4254671508660609,-0.297754618016109,-0.19744160014459483,-0.15933776038256464
0075,0.678111539859,0.954708559379,0.15442895968379178,0.034224604601910485,0.7082523892427677,4.559128080630534,12.96034015644548,17.597487864537225,11.459809492874985,2.9207227198738552,1.366903836964671,-3.6749349096382926,-4.188525320304046,-4.119187625937957,-0.8414538351557671,-0.7043009576038529,-0.5983810953150507,2.589079742911278
0076,0.677929076438,0.954651450415,0.15119129775352932,0.06681046071536752,1.1329613660979856,6.420963642588716,17.164070850749596,22.473562588388603,14.255943295050626,3.561687922082709,1.615261736842062,-4.134866342105358,-4.324410728359609,-4.263229283757609,-0.9935362744480138,-0.8595880974365091,-0.7543283121321886,2.4325234593864744
0077,0.675737928905,0.954056635034,0.13022684974000726,0.11676035861018084,1.316109957015066,6.28276512250134,15.454028709794283,19.38015655953906,11.982465527931694,2.9422947896704374,1.202807622464201,0.46340729956576615,0.6256893159857718,0.7586145054985044,0.9302793373964487,-2.045038110728702,1.2285813868505107,4.436559043784874
